UserID,KYC_Level,Account_Open_Date,Risk_Score_History,AddressHistory,Current_Risk_Score,Total_Accounts,Is_VIP
UID_07107,Level 1 (Basic),2/6/2022,"[{""Date"": ""2025-10-01"", ""Score"": 591}, {""Date"": ""2025-09-08"", ""Score"": 783}, {""Date"": ""2025-08-11"", ""Score"": 844}]","[{""AddressID"": ""ADDR-USR00011-1"", ""Street"": ""Street 901"", ""City"": ""Paris"", ""State"": ""LON"", ""ZipCode"": ""32468"", ""MoveInDate"": ""2015-12-22""}, {""AddressID"": ""ADDR-USR00011-2"", ""Street"": ""Street 403"", ""City"": ""New York"", ""State"": ""BER"", ""ZipCode"": ""22948"", ""MoveInDate"": ""2016-01-14""}, {""AddressID"": ""ADDR-USR00011-3"", ""Street"": ""Street 760"", ""City"": ""Tokyo"", ""State"": ""PAR"", ""ZipCode"": ""75432"", ""MoveInDate"": ""2017-01-12""}]",616,5,TRUE
UID_13905,Level 1 (Basic),1/27/2023,"[{""Date"": ""2025-10-04"", ""Score"": 468}, {""Date"": ""2025-09-01"", ""Score"": 783}, {""Date"": ""2025-08-15"", ""Score"": 608}]","[{""AddressID"": ""ADDR-USR00012-1"", ""Street"": ""Street 236"", ""City"": ""Berlin"", ""State"": ""TKY"", ""ZipCode"": ""72970"", ""MoveInDate"": ""2015-12-11""}, {""AddressID"": ""ADDR-USR00012-2"", ""Street"": ""Street 284"", ""City"": ""Tokyo"", ""State"": ""LON"", ""ZipCode"": ""35967"", ""MoveInDate"": ""2016-08-10""}, {""AddressID"": ""ADDR-USR00012-3"", ""Street"": ""Street 498"", ""City"": ""Berlin"", ""State"": ""TKY"", ""ZipCode"": ""47324"", ""MoveInDate"": ""2017-02-18""}]",608,1,TRUE
UID_07780,Level 2 (Verified),10/7/2022,"[{""Date"": ""2025-10-21"", ""Score"": 790}, {""Date"": ""2025-09-18"", ""Score"": 545}, {""Date"": ""2025-08-01"", ""Score"": 616}]","[{""AddressID"": ""ADDR-USR00013-1"", ""Street"": ""Street 823"", ""City"": ""London"", ""State"": ""NY"", ""ZipCode"": ""19873"", ""MoveInDate"": ""2015-04-02""}, {""AddressID"": ""ADDR-USR00013-2"", ""Street"": ""Street 878"", ""City"": ""New York"", ""State"": ""LON"", ""ZipCode"": ""13942"", ""MoveInDate"": ""2016-12-12""}, {""AddressID"": ""ADDR-USR00013-3"", ""Street"": ""Street 688"", ""City"": ""Paris"", ""State"": ""LON"", ""ZipCode"": ""58026"", ""MoveInDate"": ""2017-09-25""}]",545,4,FALSE
UID_04145,Level 1 (Basic),3/22/2021,"[{""Date"": ""2025-10-02"", ""Score"": 783}, {""Date"": ""2025-09-15"", ""Score"": 545}, {""Date"": ""2025-08-23"", ""Score"": 545}]","[{""AddressID"": ""ADDR-USR00014-1"", ""Street"": ""Street 904"", ""City"": ""Paris"", ""State"": ""BER"", ""ZipCode"": ""20111"", ""MoveInDate"": ""2015-08-28""}, {""AddressID"": ""ADDR-USR00014-2"", ""Street"": ""Street 262"", ""City"": ""Berlin"", ""State"": ""NY"", ""ZipCode"": ""13209"", ""MoveInDate"": ""2016-06-11""}, {""AddressID"": ""ADDR-USR00014-3"", ""Street"": ""Street 279"", ""City"": ""Tokyo"", ""State"": ""TKY"", ""ZipCode"": ""30273"", ""MoveInDate"": ""2017-02-11""}]",741,1,FALSE
UID_13716,Level 3 (Full KYC),11/29/2021,"[{""Date"": ""2025-10-13"", ""Score"": 468}, {""Date"": ""2025-09-11"", ""Score"": 741}, {""Date"": ""2025-08-23"", ""Score"": 591}]","[{""AddressID"": ""ADDR-USR00015-1"", ""Street"": ""Street 767"", ""City"": ""New York"", ""State"": ""TKY"", ""ZipCode"": ""48035"", ""MoveInDate"": ""2015-10-16""}, {""AddressID"": ""ADDR-USR00015-2"", ""Street"": ""Street 389"", ""City"": ""London"", ""State"": ""PAR"", ""ZipCode"": ""55842"", ""MoveInDate"": ""2016-10-31""}, {""AddressID"": ""ADDR-USR00015-3"", ""Street"": ""Street 434"", ""City"": ""Paris"", ""State"": ""NY"", ""ZipCode"": ""81995"", ""MoveInDate"": ""2017-07-23""}]",468,1,TRUE
UID_11673,Level 3 (Full KYC),12/31/2020,"[{""Date"": ""2025-10-23"", ""Score"": 608}, {""Date"": ""2025-09-03"", ""Score"": 545}, {""Date"": ""2025-08-22"", ""Score"": 616}]","[{""AddressID"": ""ADDR-USR00016-1"", ""Street"": ""Street 501"", ""City"": ""Paris"", ""State"": ""BER"", ""ZipCode"": ""23719"", ""MoveInDate"": ""2015-01-08""}, {""AddressID"": ""ADDR-USR00016-2"", ""Street"": ""Street 542"", ""City"": ""Berlin"", ""State"": ""TKY"", ""ZipCode"": ""72601"", ""MoveInDate"": ""2016-08-05""}, {""AddressID"": ""ADDR-USR00016-3"", ""Street"": ""Street 752"", ""City"": ""London"", ""State"": ""TKY"", ""ZipCode"": ""24763"", ""MoveInDate"": ""2017-11-12""}]",790,5,FALSE
UID_01234,Level 2 (Verified),1/22/2023,"[{""Date"": ""2025-10-09"", ""Score"": 545}, {""Date"": ""2025-09-15"", ""Score"": 545}, {""Date"": ""2025-08-20"", ""Score"": 783}]","[{""AddressID"": ""ADDR-USR00017-1"", ""Street"": ""Street 397"", ""City"": ""London"", ""State"": ""TKY"", ""ZipCode"": ""75085"", ""MoveInDate"": ""2015-07-30""}, {""AddressID"": ""ADDR-USR00017-2"", ""Street"": ""Street 601"", ""City"": ""Paris"", ""State"": ""BER"", ""ZipCode"": ""94056"", ""MoveInDate"": ""2016-02-17""}, {""AddressID"": ""ADDR-USR00017-3"", ""Street"": ""Street 999"", ""City"": ""New York"", ""State"": ""BER"", ""ZipCode"": ""20386"", ""MoveInDate"": ""2017-07-29""}]",844,1,TRUE
UID_10584,Level 2 (Verified),10/16/2022,"[{""Date"": ""2025-10-20"", ""Score"": 783}, {""Date"": ""2025-09-15"", ""Score"": 783}, {""Date"": ""2025-08-14"", ""Score"": 783}]","[{""AddressID"": ""ADDR-USR00018-1"", ""Street"": ""Street 276"", ""City"": ""Tokyo"", ""State"": ""TKY"", ""ZipCode"": ""47645"", ""MoveInDate"": ""2015-09-22""}, {""AddressID"": ""ADDR-USR00018-2"", ""Street"": ""Street 894"", ""City"": ""New York"", ""State"": ""TKY"", ""ZipCode"": ""96560"", ""MoveInDate"": ""2016-09-10""}, {""AddressID"": ""ADDR-USR00018-3"", ""Street"": ""Street 697"", ""City"": ""Paris"", ""State"": ""PAR"", ""ZipCode"": ""48319"", ""MoveInDate"": ""2017-09-26""}]",616,5,FALSE
UID_14274,Level 3 (Full KYC),9/27/2024,"[{""Date"": ""2025-10-02"", ""Score"": 844}, {""Date"": ""2025-09-11"", ""Score"": 608}, {""Date"": ""2025-08-09"", ""Score"": 545}]","[{""AddressID"": ""ADDR-USR00019-1"", ""Street"": ""Street 742"", ""City"": ""London"", ""State"": ""BER"", ""ZipCode"": ""17472"", ""MoveInDate"": ""2015-04-16""}, {""AddressID"": ""ADDR-USR00019-2"", ""Street"": ""Street 143"", ""City"": ""Paris"", ""State"": ""TKY"", ""ZipCode"": ""79909"", ""MoveInDate"": ""2016-09-30""}, {""AddressID"": ""ADDR-USR00019-3"", ""Street"": ""Street 233"", ""City"": ""New York"", ""State"": ""LON"", ""ZipCode"": ""85998"", ""MoveInDate"": ""2017-08-08""}]",591,3,TRUE
UID_04897,Level 3 (Full KYC),7/18/2022,"[{""Date"": ""2025-10-21"", ""Score"": 616}, {""Date"": ""2025-09-20"", ""Score"": 783}, {""Date"": ""2025-08-13"", ""Score"": 741}]","[{""AddressID"": ""ADDR-USR00020-1"", ""Street"": ""Street 791"", ""City"": ""Berlin"", ""State"": ""LON"", ""ZipCode"": ""99555"", ""MoveInDate"": ""2015-09-18""}, {""AddressID"": ""ADDR-USR00020-2"", ""Street"": ""Street 157"", ""City"": ""London"", ""State"": ""BER"", ""ZipCode"": ""43428"", ""MoveInDate"": ""2016-05-17""}, {""AddressID"": ""ADDR-USR00020-3"", ""Street"": ""Street 617"", ""City"": ""Paris"", ""State"": ""NY"", ""ZipCode"": ""97311"", ""MoveInDate"": ""2017-10-06""}]",608,5,FALSE
UID_11438,Level 2 (Verified),12/19/2020,"[{""Date"": ""2025-10-04"", ""Score"": 499}, {""Date"": ""2025-09-01"", ""Score"": 545}, {""Date"": ""2025-08-01"", ""Score"": 790}]","[{""AddressID"": ""ADDR-USR00021-1"", ""Street"": ""Street 687"", ""City"": ""Berlin"", ""State"": ""PAR"", ""ZipCode"": ""45919"", ""MoveInDate"": ""2015-11-20""}, {""AddressID"": ""ADDR-USR00021-2"", ""Street"": ""Street 650"", ""City"": ""Paris"", ""State"": ""PAR"", ""ZipCode"": ""46082"", ""MoveInDate"": ""2016-07-13""}, {""AddressID"": ""ADDR-USR00021-3"", ""Street"": ""Street 607"", ""City"": ""Berlin"", ""State"": ""PAR"", ""ZipCode"": ""98177"", ""MoveInDate"": ""2017-10-28""}]",783,4,FALSE
UID_04934,Level 2 (Verified),10/27/2021,"[{""Date"": ""2025-10-19"", ""Score"": 468}, {""Date"": ""2025-09-03"", ""Score"": 499}, {""Date"": ""2025-08-11"", ""Score"": 468}]","[{""AddressID"": ""ADDR-USR00022-1"", ""Street"": ""Street 246"", ""City"": ""New York"", ""State"": ""LON"", ""ZipCode"": ""66367"", ""MoveInDate"": ""2015-10-01""}, {""AddressID"": ""ADDR-USR00022-2"", ""Street"": ""Street 188"", ""City"": ""London"", ""State"": ""NY"", ""ZipCode"": ""43712"", ""MoveInDate"": ""2016-01-14""}, {""AddressID"": ""ADDR-USR00022-3"", ""Street"": ""Street 952"", ""City"": ""London"", ""State"": ""NY"", ""ZipCode"": ""94917"", ""MoveInDate"": ""2017-05-04""}]",741,5,FALSE
UID_12643,Level 2 (Verified),8/3/2023,"[{""Date"": ""2025-10-07"", ""Score"": 468}, {""Date"": ""2025-08-30"", ""Score"": 591}, {""Date"": ""2025-08-20"", ""Score"": 783}]","[{""AddressID"": ""ADDR-USR00023-1"", ""Street"": ""Street 883"", ""City"": ""London"", ""State"": ""LON"", ""ZipCode"": ""24517"", ""MoveInDate"": ""2015-04-06""}, {""AddressID"": ""ADDR-USR00023-2"", ""Street"": ""Street 998"", ""City"": ""Paris"", ""State"": ""PAR"", ""ZipCode"": ""57892"", ""MoveInDate"": ""2016-06-28""}, {""AddressID"": ""ADDR-USR00023-3"", ""Street"": ""Street 293"", ""City"": ""Berlin"", ""State"": ""PAR"", ""ZipCode"": ""56421"", ""MoveInDate"": ""2017-12-16""}]",468,2,TRUE
UID_10772,Level 1 (Basic),1/24/2023,"[{""Date"": ""2025-10-22"", ""Score"": 844}, {""Date"": ""2025-09-07"", ""Score"": 468}, {""Date"": ""2025-08-09"", ""Score"": 783}]","[{""AddressID"": ""ADDR-USR00024-1"", ""Street"": ""Street 783"", ""City"": ""London"", ""State"": ""TKY"", ""ZipCode"": ""51250"", ""MoveInDate"": ""2015-05-25""}, {""AddressID"": ""ADDR-USR00024-2"", ""Street"": ""Street 409"", ""City"": ""Berlin"", ""State"": ""BER"", ""ZipCode"": ""57856"", ""MoveInDate"": ""2016-06-21""}, {""AddressID"": ""ADDR-USR00024-3"", ""Street"": ""Street 836"", ""City"": ""Paris"", ""State"": ""TKY"", ""ZipCode"": ""50090"", ""MoveInDate"": ""2017-06-19""}]",591,3,FALSE
UID_02629,Level 2 (Verified),2/14/2023,"[{""Date"": ""2025-10-08"", ""Score"": 741}, {""Date"": ""2025-09-11"", ""Score"": 783}, {""Date"": ""2025-08-05"", ""Score"": 616}]","[{""AddressID"": ""ADDR-USR00025-1"", ""Street"": ""Street 518"", ""City"": ""Berlin"", ""State"": ""TKY"", ""ZipCode"": ""61221"", ""MoveInDate"": ""2015-04-19""}, {""AddressID"": ""ADDR-USR00025-2"", ""Street"": ""Street 484"", ""City"": ""Tokyo"", ""State"": ""TKY"", ""ZipCode"": ""39997"", ""MoveInDate"": ""2016-10-24""}, {""AddressID"": ""ADDR-USR00025-3"", ""Street"": ""Street 772"", ""City"": ""Berlin"", ""State"": ""NY"", ""ZipCode"": ""32416"", ""MoveInDate"": ""2017-04-07""}]",741,2,FALSE
UID_09077,Level 2 (Verified),9/18/2022,"[{""Date"": ""2025-10-22"", ""Score"": 616}, {""Date"": ""2025-08-30"", ""Score"": 844}, {""Date"": ""2025-08-20"", ""Score"": 741}]","[{""AddressID"": ""ADDR-USR00026-1"", ""Street"": ""Street 100"", ""City"": ""New York"", ""State"": ""TKY"", ""ZipCode"": ""98136"", ""MoveInDate"": ""2015-03-28""}, {""AddressID"": ""ADDR-USR00026-2"", ""Street"": ""Street 565"", ""City"": ""Tokyo"", ""State"": ""BER"", ""ZipCode"": ""90999"", ""MoveInDate"": ""2016-10-04""}, {""AddressID"": ""ADDR-USR00026-3"", ""Street"": ""Street 950"", ""City"": ""Paris"", ""State"": ""BER"", ""ZipCode"": ""17577"", ""MoveInDate"": ""2017-05-08""}]",741,1,FALSE
UID_14055,Level 2 (Verified),6/10/2022,"[{""Date"": ""2025-10-01"", ""Score"": 545}, {""Date"": ""2025-09-05"", ""Score"": 844}, {""Date"": ""2025-08-18"", ""Score"": 499}]","[{""AddressID"": ""ADDR-USR00027-1"", ""Street"": ""Street 479"", ""City"": ""London"", ""State"": ""NY"", ""ZipCode"": ""87003"", ""MoveInDate"": ""2015-10-18""}, {""AddressID"": ""ADDR-USR00027-2"", ""Street"": ""Street 616"", ""City"": ""New York"", ""State"": ""PAR"", ""ZipCode"": ""76230"", ""MoveInDate"": ""2016-12-23""}, {""AddressID"": ""ADDR-USR00027-3"", ""Street"": ""Street 498"", ""City"": ""Tokyo"", ""State"": ""TKY"", ""ZipCode"": ""40445"", ""MoveInDate"": ""2017-06-26""}]",790,5,FALSE
UID_14989,Level 1 (Basic),10/6/2025,"[{""Date"": ""2025-10-03"", ""Score"": 790}, {""Date"": ""2025-09-22"", ""Score"": 545}, {""Date"": ""2025-07-31"", ""Score"": 790}]","[{""AddressID"": ""ADDR-USR00028-1"", ""Street"": ""Street 397"", ""City"": ""New York"", ""State"": ""PAR"", ""ZipCode"": ""71203"", ""MoveInDate"": ""2015-04-05""}, {""AddressID"": ""ADDR-USR00028-2"", ""Street"": ""Street 614"", ""City"": ""Berlin"", ""State"": ""BER"", ""ZipCode"": ""67496"", ""MoveInDate"": ""2016-08-20""}, {""AddressID"": ""ADDR-USR00028-3"", ""Street"": ""Street 154"", ""City"": ""Berlin"", ""State"": ""TKY"", ""ZipCode"": ""17770"", ""MoveInDate"": ""2017-12-28""}]",783,4,FALSE
UID_14462,Level 1 (Basic),7/17/2025,"[{""Date"": ""2025-10-15"", ""Score"": 844}, {""Date"": ""2025-09-01"", ""Score"": 790}, {""Date"": ""2025-08-06"", ""Score"": 591}]","[{""AddressID"": ""ADDR-USR00029-1"", ""Street"": ""Street 760"", ""City"": ""Tokyo"", ""State"": ""LON"", ""ZipCode"": ""99043"", ""MoveInDate"": ""2015-02-20""}, {""AddressID"": ""ADDR-USR00029-2"", ""Street"": ""Street 770"", ""City"": ""London"", ""State"": ""PAR"", ""ZipCode"": ""58187"", ""MoveInDate"": ""2016-07-17""}, {""AddressID"": ""ADDR-USR00029-3"", ""Street"": ""Street 154"", ""City"": ""New York"", ""State"": ""PAR"", ""ZipCode"": ""39426"", ""MoveInDate"": ""2017-03-02""}]",545,3,TRUE
UID_13253,Level 1 (Basic),11/15/2021,"[{""Date"": ""2025-10-16"", ""Score"": 741}, {""Date"": ""2025-09-20"", ""Score"": 790}, {""Date"": ""2025-08-16"", ""Score"": 545}]","[{""AddressID"": ""ADDR-USR00030-1"", ""Street"": ""Street 683"", ""City"": ""Tokyo"", ""State"": ""NY"", ""ZipCode"": ""30964"", ""MoveInDate"": ""2015-05-17""}, {""AddressID"": ""ADDR-USR00030-2"", ""Street"": ""Street 938"", ""City"": ""London"", ""State"": ""BER"", ""ZipCode"": ""52336"", ""MoveInDate"": ""2016-02-24""}, {""AddressID"": ""ADDR-USR00030-3"", ""Street"": ""Street 852"", ""City"": ""Paris"", ""State"": ""TKY"", ""ZipCode"": ""48917"", ""MoveInDate"": ""2017-05-07""}]",545,2,FALSE
UID_14689,Level 1 (Basic),8/26/2023,"[{""Date"": ""2025-10-21"", ""Score"": 790}, {""Date"": ""2025-09-18"", ""Score"": 468}, {""Date"": ""2025-08-19"", ""Score"": 608}]","[{""AddressID"": ""ADDR-USR00031-1"", ""Street"": ""Street 885"", ""City"": ""Paris"", ""State"": ""NY"", ""ZipCode"": ""19588"", ""MoveInDate"": ""2015-08-22""}, {""AddressID"": ""ADDR-USR00031-2"", ""Street"": ""Street 137"", ""City"": ""Tokyo"", ""State"": ""LON"", ""ZipCode"": ""42681"", ""MoveInDate"": ""2016-01-23""}, {""AddressID"": ""ADDR-USR00031-3"", ""Street"": ""Street 892"", ""City"": ""London"", ""State"": ""TKY"", ""ZipCode"": ""13496"", ""MoveInDate"": ""2017-09-28""}]",741,2,FALSE
UID_08846,Level 3 (Full KYC),5/22/2021,"[{""Date"": ""2025-10-13"", ""Score"": 790}, {""Date"": ""2025-08-31"", ""Score"": 608}, {""Date"": ""2025-08-06"", ""Score"": 783}]","[{""AddressID"": ""ADDR-USR00032-1"", ""Street"": ""Street 479"", ""City"": ""London"", ""State"": ""NY"", ""ZipCode"": ""46294"", ""MoveInDate"": ""2015-11-28""}, {""AddressID"": ""ADDR-USR00032-2"", ""Street"": ""Street 316"", ""City"": ""Tokyo"", ""State"": ""PAR"", ""ZipCode"": ""97921"", ""MoveInDate"": ""2016-04-15""}, {""AddressID"": ""ADDR-USR00032-3"", ""Street"": ""Street 960"", ""City"": ""New York"", ""State"": ""BER"", ""ZipCode"": ""55120"", ""MoveInDate"": ""2017-01-11""}]",844,3,FALSE
UID_13313,Level 1 (Basic),9/6/2021,"[{""Date"": ""2025-10-15"", ""Score"": 545}, {""Date"": ""2025-08-31"", ""Score"": 616}, {""Date"": ""2025-08-14"", ""Score"": 783}]","[{""AddressID"": ""ADDR-USR00033-1"", ""Street"": ""Street 254"", ""City"": ""Tokyo"", ""State"": ""PAR"", ""ZipCode"": ""20196"", ""MoveInDate"": ""2015-08-11""}, {""AddressID"": ""ADDR-USR00033-2"", ""Street"": ""Street 571"", ""City"": ""Paris"", ""State"": ""TKY"", ""ZipCode"": ""73110"", ""MoveInDate"": ""2016-12-08""}, {""AddressID"": ""ADDR-USR00033-3"", ""Street"": ""Street 135"", ""City"": ""London"", ""State"": ""BER"", ""ZipCode"": ""95700"", ""MoveInDate"": ""2017-02-26""}]",616,2,FALSE
UID_13910,Level 3 (Full KYC),6/3/2024,"[{""Date"": ""2025-10-11"", ""Score"": 790}, {""Date"": ""2025-09-20"", ""Score"": 741}, {""Date"": ""2025-08-03"", ""Score"": 545}]","[{""AddressID"": ""ADDR-USR00034-1"", ""Street"": ""Street 615"", ""City"": ""Paris"", ""State"": ""NY"", ""ZipCode"": ""95854"", ""MoveInDate"": ""2015-06-27""}, {""AddressID"": ""ADDR-USR00034-2"", ""Street"": ""Street 419"", ""City"": ""London"", ""State"": ""LON"", ""ZipCode"": ""49929"", ""MoveInDate"": ""2016-01-27""}, {""AddressID"": ""ADDR-USR00034-3"", ""Street"": ""Street 225"", ""City"": ""Paris"", ""State"": ""LON"", ""ZipCode"": ""80527"", ""MoveInDate"": ""2017-11-21""}]",591,2,FALSE
